,claim,text,label
6942,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,The graduated response is a violation of the basic right to due process,0
6943,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,Due process is lost with the graduated response policy.,0
6944,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,The graduated response policy is unconstitutional.,0
6945,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,ISP will not cooperate with a graduated response policy,0
6946,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,Cooperation will not occur between the ISP and this policy.,0
6947,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,The graduate response policy will not have the support of the ISP.,0
6948,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,The music and film industries are suffering due to file-sharing.,1
6949,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,Content creators are suffering from file-sharing.,1
6950,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,"File-sharing will still happen, despite these plans",0
6951,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,Extreme measures for illegal downloaders won't stop file-sharing,0
6952,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,Will file-sharing stop if downloaders are banned from internet use,0
6953,Internet access is a human right,Internet access is an enabler of rights not a right in itself.,0
6954,Internet access is a human right,"The internet assists in accessing rights, it itself is not a right.",0
6955,Internet access is a human right,The internet makes exercising human rights easier but is not a right itself.,0
6956,Internet access is a human right,Infringement of human rights,1
6957,Internet access is a human right,The right to freedom and expression necessarily includes the internet.,1
6958,Internet access is a human right,Without access to the internet there is not freedom of information and expression in today's world.,1
6959,Internet access is a human right, Internet access is a necessary part of the right to freedom of information and expression.,1
6960,Internet access is a human right,Human rights are infringed if internet use is removed,1
6961,Internet access is a human right,Cutting off internet capability is against human rights,1
6962,Internet access is a human right,The internet should be open to all,1
6963,Internet access is a human right,Internet access as a new human right. ,1
6964,Internet access is a human right,The right to internet access fills a gap in traditional human rights.,1
6965,Internet access is a human right,All humans deserve internet access.,1
